id,name,time_submit,time_start,time_end,user,group,time_limit,required_cpus,used portion of time limit,avg_aborted_task,Average congestion,Average cpus,Duration (minutes),Wait time / time limit,Average time_limit,task_time,state
 fen1.bg.cmc.msu.ru.10917391, fen1.bg.cmc.msu.ru.10917391,2017-01-05 03:31,2017-01-05 18:39,2017-01-05 18:39,pseudo_cluster_user_7,pseudo_cluster_group_4,5,512,0.079,0.083,0.219,57.705,17.321,1.89,14.282,0, Completed
 fen1.bg.cmc.msu.ru.10917392, fen1.bg.cmc.msu.ru.10917392,2017-01-05 03:31,2017-01-05 03:40,2017-01-05 03:41,pseudo_cluster_user_7,pseudo_cluster_group_4,5,128,0.079,0.083,0.219,57.705,17.321,1.89,14.282,1, Completed
 fen1.bg.cmc.msu.ru.10917393, fen1.bg.cmc.msu.ru.10917393,2017-01-05 03:31,2017-01-05 03:41,2017-01-05 03:42,pseudo_cluster_user_7,pseudo_cluster_group_4,5,256,0.079,0.083,0.219,57.705,17.321,1.89,14.282,1, Completed
 fen1.bg.cmc.msu.ru.10917394, fen1.bg.cmc.msu.ru.10917394,2017-01-05 03:32,2017-01-05 18:40,2017-01-05 18:41,pseudo_cluster_user_7,pseudo_cluster_group_4,5,512,0.079,0.083,0.219,57.705,17.321,1.89,14.282,1, Completed
 fen1.bg.cmc.msu.ru.10917395, fen1.bg.cmc.msu.ru.10917395,2017-01-05 03:32,2017-01-05 03:41,2017-01-05 03:42,pseudo_cluster_user_7,pseudo_cluster_group_4,5,128,0.079,0.083,0.219,57.705,17.321,1.89,14.282,1, Completed
 fen1.bg.cmc.msu.ru.10917396, fen1.bg.cmc.msu.ru.10917396,2017-01-05 03:32,2017-01-05 03:42,2017-01-05 03:44,pseudo_cluster_user_7,pseudo_cluster_group_4,5,256,0.079,0.083,0.219,57.705,17.321,1.89,14.282,2, Completed
 fen1.bg.cmc.msu.ru.10917397, fen1.bg.cmc.msu.ru.10917397,2017-01-05 03:32,2017-01-05 18:40,2017-01-05 18:41,pseudo_cluster_user_7,pseudo_cluster_group_4,5,512,0.079,0.083,0.219,57.705,17.321,1.89,14.282,1, Completed
 fen1.bg.cmc.msu.ru.10917399, fen1.bg.cmc.msu.ru.10917399,2017-01-05 06:21,2017-01-05 06:21,2017-01-05 06:21,pseudo_cluster_user_15,pseudo_cluster_group_4,15,128,0.017,0.023,0.044,54.069,1.125,0.007,15,0, Completed
 fen1.bg.cmc.msu.ru.10917400, fen1.bg.cmc.msu.ru.10917400,2017-01-05 06:29,2017-01-05 06:29,2017-01-05 06:29,pseudo_cluster_user_15,pseudo_cluster_group_4,15,128,0.017,0.023,0.044,54.069,1.125,0.007,15,0, Completed
 fen1.bg.cmc.msu.ru.10917401, fen1.bg.cmc.msu.ru.10917401,2017-01-05 06:30,2017-01-05 06:30,2017-01-05 06:30,pseudo_cluster_user_15,pseudo_cluster_group_4,15,128,0.017,0.023,0.044,54.069,1.125,0.007,15,0, Completed
 fen1.bg.cmc.msu.ru.10917402, fen1.bg.cmc.msu.ru.10917402,2017-01-05 06:31,2017-01-05 06:31,2017-01-05 06:31,pseudo_cluster_user_15,pseudo_cluster_group_4,15,32,0.017,0.023,0.044,54.069,1.125,0.007,15,0, Completed
 fen1.bg.cmc.msu.ru.10917403, fen1.bg.cmc.msu.ru.10917403,2017-01-05 08:41,2017-01-05 08:41,2017-01-05 08:41,pseudo_cluster_user_15,pseudo_cluster_group_4,15,128,0.017,0.023,0.044,54.069,1.125,0.007,15,0, Completed
 fen1.bg.cmc.msu.ru.10917404, fen1.bg.cmc.msu.ru.10917404,2017-01-05 10:49,2017-01-05 10:49,2017-01-05 10:49,pseudo_cluster_user_15,pseudo_cluster_group_4,15,128,0.017,0.023,0.044,54.069,1.125,0.007,15,0, Completed
 fen1.bg.cmc.msu.ru.10917409, fen1.bg.cmc.msu.ru.10917409,2017-01-05 13:28,2017-01-05 13:28,2017-01-05 13:28,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,0, Completed
 fen1.bg.cmc.msu.ru.10917410, fen1.bg.cmc.msu.ru.10917410,2017-01-05 13:46,2017-01-05 13:46,2017-01-05 13:46,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,0, Completed
 fen1.bg.cmc.msu.ru.10917411, fen1.bg.cmc.msu.ru.10917411,2017-01-05 13:57,2017-01-05 13:57,2017-01-05 13:57,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,0, Completed
 fen1.bg.cmc.msu.ru.10917412, fen1.bg.cmc.msu.ru.10917412,2017-01-05 13:59,2017-01-05 13:59,2017-01-05 13:59,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,0, Completed
 fen1.bg.cmc.msu.ru.10917413, fen1.bg.cmc.msu.ru.10917413,2017-01-05 14:02,2017-01-05 14:02,2017-01-05 14:02,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,0, Completed
 fen1.bg.cmc.msu.ru.10917414, fen1.bg.cmc.msu.ru.10917414,2017-01-05 14:07,2017-01-05 14:07,2017-01-05 14:22,pseudo_cluster_user_11,pseudo_cluster_group_6,15,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,15, Removed
 fen1.bg.cmc.msu.ru.10917415, fen1.bg.cmc.msu.ru.10917415,2017-01-05 14:07,2017-01-05 14:08,2017-01-05 14:23,pseudo_cluster_user_11,pseudo_cluster_group_6,15,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,15, Removed
 fen1.bg.cmc.msu.ru.10917416, fen1.bg.cmc.msu.ru.10917416,2017-01-05 14:07,2017-01-05 14:08,2017-01-05 14:23,pseudo_cluster_user_11,pseudo_cluster_group_6,15,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,15, Removed
 fen1.bg.cmc.msu.ru.10917417, fen1.bg.cmc.msu.ru.10917417,2017-01-05 14:07,2017-01-05 14:22,2017-01-05 14:37,pseudo_cluster_user_11,pseudo_cluster_group_6,15,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,15, Removed
 fen1.bg.cmc.msu.ru.10917418, fen1.bg.cmc.msu.ru.10917418,2017-01-05 14:07,2017-01-05 14:23,2017-01-05 14:38,pseudo_cluster_user_11,pseudo_cluster_group_6,15,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,15, Removed
 fen1.bg.cmc.msu.ru.10917419, fen1.bg.cmc.msu.ru.10917419,2017-01-05 14:07,2017-01-05 14:24,2017-01-05 14:39,pseudo_cluster_user_11,pseudo_cluster_group_6,15,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,15, Removed
 fen1.bg.cmc.msu.ru.10917420, fen1.bg.cmc.msu.ru.10917420,2017-01-05 14:07,2017-01-05 14:38,2017-01-05 14:39,pseudo_cluster_user_11,pseudo_cluster_group_6,15,64,0.02,0.057,1.405,32.407,5.983,0.188,11.54,1, Completed
 fen1.bg.cmc.msu.ru.10917421, fen1.bg.cmc.msu.ru.10917421,2017-01-05 14:11,2017-01-05 14:11,2017-01-05 14:11,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,0, Completed
 fen1.bg.cmc.msu.ru.10917422, fen1.bg.cmc.msu.ru.10917422,2017-01-05 14:13,2017-01-05 14:14,2017-01-05 14:19,pseudo_cluster_user_17,pseudo_cluster_group_6,120,256,0.185,0.344,44.183,250.258,269.137,0.349,141.031,5, Completed
 fen1.bg.cmc.msu.ru.10917423, fen1.bg.cmc.msu.ru.10917423,2017-01-05 14:14,2017-01-05 14:14,2017-01-05 14:14,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,0, Completed
 fen1.bg.cmc.msu.ru.10917424, fen1.bg.cmc.msu.ru.10917424,2017-01-05 14:16,2017-01-05 14:19,2017-01-05 14:30,pseudo_cluster_user_17,pseudo_cluster_group_6,120,256,0.185,0.344,44.183,250.258,269.137,0.349,141.031,11, Completed
 fen1.bg.cmc.msu.ru.10917425, fen1.bg.cmc.msu.ru.10917425,2017-01-05 14:17,2017-01-05 14:17,2017-01-05 14:17,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,0, Completed
 fen1.bg.cmc.msu.ru.10917426, fen1.bg.cmc.msu.ru.10917426,2017-01-05 14:19,2017-01-05 14:19,2017-01-05 14:19,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,0, Completed
 fen1.bg.cmc.msu.ru.10917427, fen1.bg.cmc.msu.ru.10917427,2017-01-05 14:19,2017-01-05 14:19,2017-01-05 14:20,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,1, Completed
 fen1.bg.cmc.msu.ru.10917428, fen1.bg.cmc.msu.ru.10917428,2017-01-05 14:30,2017-01-05 14:30,2017-01-05 14:33,pseudo_cluster_user_17,pseudo_cluster_group_6,30,256,0.185,0.344,44.183,250.258,269.137,0.349,141.031,3, Completed
 fen1.bg.cmc.msu.ru.10917429, fen1.bg.cmc.msu.ru.10917429,2017-01-05 14:31,2017-01-05 14:33,2017-01-05 14:37,pseudo_cluster_user_17,pseudo_cluster_group_6,30,256,0.185,0.344,44.183,250.258,269.137,0.349,141.031,4, Completed
 fen1.bg.cmc.msu.ru.10917430, fen1.bg.cmc.msu.ru.10917430,2017-01-05 14:31,2017-01-05 14:37,2017-01-05 14:45,pseudo_cluster_user_17,pseudo_cluster_group_6,30,256,0.185,0.344,44.183,250.258,269.137,0.349,141.031,8, Removed
 fen1.bg.cmc.msu.ru.10917431, fen1.bg.cmc.msu.ru.10917431,2017-01-05 14:32,2017-01-05 14:32,2017-01-05 14:32,pseudo_cluster_user_10,pseudo_cluster_group_4,55,32,0.07,0.133,0.365,41.09,14.47,0.13,56.087,0, Completed
 fen1.bg.cmc.msu.ru.10917432, fen1.bg.cmc.msu.ru.10917432,2017-01-05 14:32,2017-01-05 14:32,2017-01-05 14:33,pseudo_cluster_user_10,pseudo_cluster_group_4,55,32,0.07,0.133,0.365,41.09,14.47,0.13,56.087,1, Completed
 fen1.bg.cmc.msu.ru.10917433, fen1.bg.cmc.msu.ru.10917433,2017-01-05 14:41,2017-01-05 14:46,2017-01-05 20:46,pseudo_cluster_user_3,pseudo_cluster_group_3,360,256,0.127,0.52,16.763,96.373,73.092,0.155,149.144,360, Removed
 fen1.bg.cmc.msu.ru.10917435, fen1.bg.cmc.msu.ru.10917435,2017-01-05 14:43,2017-01-05 14:43,2017-01-05 14:44,pseudo_cluster_user_10,pseudo_cluster_group_4,55,32,0.07,0.133,0.365,41.09,14.47,0.13,56.087,1, Completed
 fen1.bg.cmc.msu.ru.10917436, fen1.bg.cmc.msu.ru.10917436,2017-01-05 14:43,2017-01-05 14:44,2017-01-05 14:44,pseudo_cluster_user_10,pseudo_cluster_group_4,55,32,0.07,0.133,0.365,41.09,14.47,0.13,56.087,0, Completed
 fen1.bg.cmc.msu.ru.10917437, fen1.bg.cmc.msu.ru.10917437,2017-01-05 14:49,2017-01-05 14:50,2017-01-05 14:51,pseudo_cluster_user_17,pseudo_cluster_group_6,30,64,0.185,0.344,44.183,250.258,269.137,0.349,141.031,1, Completed
 fen1.bg.cmc.msu.ru.10917438, fen1.bg.cmc.msu.ru.10917438,2017-01-05 15:01,2017-01-05 15:01,2017-01-05 15:01,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,0, Completed
 fen1.bg.cmc.msu.ru.10917439, fen1.bg.cmc.msu.ru.10917439,2017-01-05 15:05,2017-01-05 15:05,2017-01-05 15:05,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,0, Completed
 fen1.bg.cmc.msu.ru.10917440, fen1.bg.cmc.msu.ru.10917440,2017-01-05 15:05,2017-01-05 15:06,2017-01-05 15:14,pseudo_cluster_user_17,pseudo_cluster_group_6,30,64,0.185,0.344,44.183,250.258,269.137,0.349,141.031,8, Completed
 fen1.bg.cmc.msu.ru.10917441, fen1.bg.cmc.msu.ru.10917441,2017-01-05 15:09,2017-01-05 15:09,2017-01-05 15:09,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,0, Completed
 fen1.bg.cmc.msu.ru.10917442, fen1.bg.cmc.msu.ru.10917442,2017-01-05 15:09,2017-01-05 15:09,2017-01-05 15:10,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,1, Completed
 fen1.bg.cmc.msu.ru.10917443, fen1.bg.cmc.msu.ru.10917443,2017-01-05 15:10,2017-01-05 15:10,2017-01-05 15:11,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,1, Completed
 fen1.bg.cmc.msu.ru.10917444, fen1.bg.cmc.msu.ru.10917444,2017-01-05 15:12,2017-01-05 15:12,2017-01-05 15:12,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,0, Completed
 fen1.bg.cmc.msu.ru.10917445, fen1.bg.cmc.msu.ru.10917445,2017-01-05 15:14,2017-01-05 15:15,2017-01-05 15:45,pseudo_cluster_user_17,pseudo_cluster_group_6,30,64,0.185,0.344,44.183,250.258,269.137,0.349,141.031,30, Removed
 fen1.bg.cmc.msu.ru.10917446, fen1.bg.cmc.msu.ru.10917446,2017-01-05 15:15,2017-01-05 15:15,2017-01-05 15:16,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,1, Completed
 fen1.bg.cmc.msu.ru.10917447, fen1.bg.cmc.msu.ru.10917447,2017-01-05 15:17,2017-01-05 15:17,2017-01-05 15:18,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,1, Completed
 fen1.bg.cmc.msu.ru.10917448, fen1.bg.cmc.msu.ru.10917448,2017-01-05 15:17,2017-01-05 15:19,2017-01-05 15:20,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,1, Completed
 fen1.bg.cmc.msu.ru.10917449, fen1.bg.cmc.msu.ru.10917449,2017-01-05 15:20,2017-01-05 15:20,2017-01-05 15:20,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,0, Completed
 fen1.bg.cmc.msu.ru.10917450, fen1.bg.cmc.msu.ru.10917450,2017-01-05 15:21,2017-01-05 15:21,2017-01-05 15:21,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,0, Completed
 fen1.bg.cmc.msu.ru.10917451, fen1.bg.cmc.msu.ru.10917451,2017-01-05 15:22,2017-01-05 15:22,2017-01-05 15:22,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,0, Completed
 fen1.bg.cmc.msu.ru.10917452, fen1.bg.cmc.msu.ru.10917452,2017-01-05 15:23,2017-01-05 15:23,2017-01-05 15:23,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,0, Completed
 fen1.bg.cmc.msu.ru.10917453, fen1.bg.cmc.msu.ru.10917453,2017-01-05 15:26,2017-01-05 15:26,2017-01-05 15:26,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,0, Completed
 fen1.bg.cmc.msu.ru.10917454, fen1.bg.cmc.msu.ru.10917454,2017-01-05 15:28,2017-01-05 15:28,2017-01-05 15:28,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,0, Completed
 fen1.bg.cmc.msu.ru.10917455, fen1.bg.cmc.msu.ru.10917455,2017-01-05 15:29,2017-01-05 15:29,2017-01-05 15:31,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,2, Completed
 fen1.bg.cmc.msu.ru.10917456, fen1.bg.cmc.msu.ru.10917456,2017-01-05 15:32,2017-01-05 15:32,2017-01-05 15:32,pseudo_cluster_user_18,pseudo_cluster_group_7,2,32,0.269,0.024,0.073,104.585,17.455,3.512,2,0, Completed
 fen1.bg.cmc.msu.ru.10917457, fen1.bg.cmc.msu.ru.10917457,2017-01-05 15:32,2017-01-05 15:32,2017-01-05 15:33,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,1, Completed
 fen1.bg.cmc.msu.ru.10917458, fen1.bg.cmc.msu.ru.10917458,2017-01-05 15:34,2017-01-05 15:34,2017-01-05 15:35,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,1, Completed
 fen1.bg.cmc.msu.ru.10917459, fen1.bg.cmc.msu.ru.10917459,2017-01-05 15:35,2017-01-05 15:35,2017-01-05 15:35,pseudo_cluster_user_18,pseudo_cluster_group_7,2,32,0.269,0.024,0.073,104.585,17.455,3.512,2,0, Completed
 fen1.bg.cmc.msu.ru.10917460, fen1.bg.cmc.msu.ru.10917460,2017-01-05 15:36,2017-01-05 15:36,2017-01-05 15:51,pseudo_cluster_user_12,pseudo_cluster_group_1,15,32,0.084,0.104,0.181,52.624,21.223,0.924,14.839,15, Completed
 fen1.bg.cmc.msu.ru.10917461, fen1.bg.cmc.msu.ru.10917461,2017-01-05 15:36,2017-01-05 15:38,2017-01-05 15:53,pseudo_cluster_user_12,pseudo_cluster_group_1,15,128,0.084,0.104,0.181,52.624,21.223,0.924,14.839,15, Removed
 fen1.bg.cmc.msu.ru.10917462, fen1.bg.cmc.msu.ru.10917462,2017-01-05 15:37,2017-01-05 15:47,2017-01-05 15:48,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,1, Completed
 fen1.bg.cmc.msu.ru.10917463, fen1.bg.cmc.msu.ru.10917463,2017-01-05 15:38,2017-01-05 15:49,2017-01-05 15:50,pseudo_cluster_user_18,pseudo_cluster_group_7,2,32,0.269,0.024,0.073,104.585,17.455,3.512,2,1, Completed
 fen1.bg.cmc.msu.ru.10917464, fen1.bg.cmc.msu.ru.10917464,2017-01-05 15:39,2017-01-05 15:48,2017-01-05 15:49,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,1, Completed
 fen1.bg.cmc.msu.ru.10917465, fen1.bg.cmc.msu.ru.10917465,2017-01-05 15:41,2017-01-05 15:49,2017-01-05 15:50,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,1, Completed
 fen1.bg.cmc.msu.ru.10917466, fen1.bg.cmc.msu.ru.10917466,2017-01-05 15:41,2017-01-05 15:50,2017-01-05 15:50,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,0, Completed
 fen1.bg.cmc.msu.ru.10917467, fen1.bg.cmc.msu.ru.10917467,2017-01-05 15:42,2017-01-05 15:50,2017-01-05 15:50,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,0, Completed
 fen1.bg.cmc.msu.ru.10917468, fen1.bg.cmc.msu.ru.10917468,2017-01-05 15:42,2017-01-05 15:50,2017-01-05 15:50,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,0, Completed
 fen1.bg.cmc.msu.ru.10917469, fen1.bg.cmc.msu.ru.10917469,2017-01-05 15:42,2017-01-05 15:50,2017-01-05 15:51,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,1, Completed
 fen1.bg.cmc.msu.ru.10917470, fen1.bg.cmc.msu.ru.10917470,2017-01-05 15:42,2017-01-05 15:50,2017-01-05 15:51,pseudo_cluster_user_16,pseudo_cluster_group_4,15,32,0.028,0,1.456,60.062,6.857,0.148,15,1, Completed
