id,name,time_submit,time_start,time_end,user,group,time_limit,required_cpus,used portion of time limit,avg_aborted_task,Average congestion,Average cpus,Duration (minutes),Wait time / time limit,Average time_limit,task_time,state
 fen1.bg.cmc.msu.ru.10921463, fen1.bg.cmc.msu.ru.10921463,2017-01-16 15:56,2017-01-16 15:56,2017-01-16 15:56,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921464, fen1.bg.cmc.msu.ru.10921464,2017-01-16 15:56,2017-01-16 15:56,2017-01-16 15:56,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921465, fen1.bg.cmc.msu.ru.10921465,2017-01-16 15:56,2017-01-16 15:56,2017-01-16 15:57,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,1, Completed
 fen1.bg.cmc.msu.ru.10921466, fen1.bg.cmc.msu.ru.10921466,2017-01-16 15:57,2017-01-16 15:57,2017-01-16 15:57,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921467, fen1.bg.cmc.msu.ru.10921467,2017-01-16 15:57,2017-01-16 15:57,2017-01-16 15:58,pseudo_cluster_user_40,pseudo_cluster_group_2,5,512,0.313,0.238,63.997,512,1,0.01,5,1, Completed
 fen1.bg.cmc.msu.ru.10921468, fen1.bg.cmc.msu.ru.10921468,2017-01-16 15:57,2017-01-16 15:57,2017-01-16 15:57,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921469, fen1.bg.cmc.msu.ru.10921469,2017-01-16 15:57,2017-01-16 15:57,2017-01-16 15:57,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921470, fen1.bg.cmc.msu.ru.10921470,2017-01-16 15:57,2017-01-16 15:57,2017-01-16 15:57,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921471, fen1.bg.cmc.msu.ru.10921471,2017-01-16 15:57,2017-01-16 15:57,2017-01-16 15:58,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,1, Completed
 fen1.bg.cmc.msu.ru.10921472, fen1.bg.cmc.msu.ru.10921472,2017-01-16 15:57,2017-01-16 15:57,2017-01-16 15:58,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,1, Completed
 fen1.bg.cmc.msu.ru.10921473, fen1.bg.cmc.msu.ru.10921473,2017-01-16 15:58,2017-01-16 15:58,2017-01-16 15:58,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921474, fen1.bg.cmc.msu.ru.10921474,2017-01-16 15:58,2017-01-16 15:58,2017-01-16 15:58,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921475, fen1.bg.cmc.msu.ru.10921475,2017-01-16 15:58,2017-01-16 15:58,2017-01-16 15:58,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921476, fen1.bg.cmc.msu.ru.10921476,2017-01-16 15:58,2017-01-16 15:58,2017-01-16 15:58,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921477, fen1.bg.cmc.msu.ru.10921477,2017-01-16 15:58,2017-01-16 15:58,2017-01-16 15:59,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,1, Completed
 fen1.bg.cmc.msu.ru.10921478, fen1.bg.cmc.msu.ru.10921478,2017-01-16 15:58,2017-01-16 15:59,2017-01-16 15:59,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921479, fen1.bg.cmc.msu.ru.10921479,2017-01-16 15:59,2017-01-16 15:59,2017-01-16 15:59,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921480, fen1.bg.cmc.msu.ru.10921480,2017-01-16 15:59,2017-01-16 15:59,2017-01-16 15:59,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921481, fen1.bg.cmc.msu.ru.10921481,2017-01-16 15:59,2017-01-16 15:59,2017-01-16 15:59,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921482, fen1.bg.cmc.msu.ru.10921482,2017-01-16 15:59,2017-01-16 15:59,2017-01-16 15:59,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921483, fen1.bg.cmc.msu.ru.10921483,2017-01-16 15:59,2017-01-16 15:59,2017-01-16 16:00,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,1, Completed
 fen1.bg.cmc.msu.ru.10921484, fen1.bg.cmc.msu.ru.10921484,2017-01-16 16:00,2017-01-16 16:00,2017-01-16 16:00,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921485, fen1.bg.cmc.msu.ru.10921485,2017-01-16 16:00,2017-01-16 16:00,2017-01-16 16:00,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921486, fen1.bg.cmc.msu.ru.10921486,2017-01-16 16:00,2017-01-16 16:00,2017-01-16 16:00,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921487, fen1.bg.cmc.msu.ru.10921487,2017-01-16 16:00,2017-01-16 16:00,2017-01-16 16:00,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921488, fen1.bg.cmc.msu.ru.10921488,2017-01-16 16:00,2017-01-16 16:00,2017-01-16 16:01,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,1, Completed
 fen1.bg.cmc.msu.ru.10921489, fen1.bg.cmc.msu.ru.10921489,2017-01-16 16:00,2017-01-16 16:01,2017-01-16 16:01,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921490, fen1.bg.cmc.msu.ru.10921490,2017-01-16 16:01,2017-01-16 16:01,2017-01-16 16:01,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921491, fen1.bg.cmc.msu.ru.10921491,2017-01-16 16:01,2017-01-16 16:01,2017-01-16 16:01,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921492, fen1.bg.cmc.msu.ru.10921492,2017-01-16 16:01,2017-01-16 16:01,2017-01-16 16:01,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921493, fen1.bg.cmc.msu.ru.10921493,2017-01-16 16:01,2017-01-16 16:01,2017-01-16 16:01,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921494, fen1.bg.cmc.msu.ru.10921494,2017-01-16 16:01,2017-01-16 16:01,2017-01-16 16:02,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,1, Completed
 fen1.bg.cmc.msu.ru.10921495, fen1.bg.cmc.msu.ru.10921495,2017-01-16 16:02,2017-01-16 16:02,2017-01-16 16:02,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921496, fen1.bg.cmc.msu.ru.10921496,2017-01-16 16:02,2017-01-16 16:02,2017-01-16 16:02,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921497, fen1.bg.cmc.msu.ru.10921497,2017-01-16 16:02,2017-01-16 16:02,2017-01-16 16:02,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921498, fen1.bg.cmc.msu.ru.10921498,2017-01-16 16:02,2017-01-16 16:02,2017-01-16 16:02,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921499, fen1.bg.cmc.msu.ru.10921499,2017-01-16 16:02,2017-01-16 16:02,2017-01-16 16:02,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921500, fen1.bg.cmc.msu.ru.10921500,2017-01-16 16:02,2017-01-16 16:03,2017-01-16 16:03,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921501, fen1.bg.cmc.msu.ru.10921501,2017-01-16 16:03,2017-01-16 16:03,2017-01-16 16:03,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921502, fen1.bg.cmc.msu.ru.10921502,2017-01-16 16:03,2017-01-16 16:03,2017-01-16 16:03,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921503, fen1.bg.cmc.msu.ru.10921503,2017-01-16 16:03,2017-01-16 16:03,2017-01-16 16:03,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921504, fen1.bg.cmc.msu.ru.10921504,2017-01-16 16:03,2017-01-16 16:03,2017-01-16 16:03,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921505, fen1.bg.cmc.msu.ru.10921505,2017-01-16 16:03,2017-01-16 16:03,2017-01-16 16:04,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,1, Completed
 fen1.bg.cmc.msu.ru.10921506, fen1.bg.cmc.msu.ru.10921506,2017-01-16 16:03,2017-01-16 16:04,2017-01-16 16:04,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921507, fen1.bg.cmc.msu.ru.10921507,2017-01-16 16:04,2017-01-16 16:04,2017-01-16 16:04,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921508, fen1.bg.cmc.msu.ru.10921508,2017-01-16 16:04,2017-01-16 16:04,2017-01-16 16:04,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921509, fen1.bg.cmc.msu.ru.10921509,2017-01-16 16:04,2017-01-16 16:04,2017-01-16 16:04,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921510, fen1.bg.cmc.msu.ru.10921510,2017-01-16 16:04,2017-01-16 16:04,2017-01-16 16:04,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921511, fen1.bg.cmc.msu.ru.10921511,2017-01-16 16:04,2017-01-16 16:04,2017-01-16 16:05,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,1, Completed
 fen1.bg.cmc.msu.ru.10921512, fen1.bg.cmc.msu.ru.10921512,2017-01-16 16:04,2017-01-16 16:05,2017-01-16 16:05,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921513, fen1.bg.cmc.msu.ru.10921513,2017-01-16 16:05,2017-01-16 16:05,2017-01-16 16:05,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921514, fen1.bg.cmc.msu.ru.10921514,2017-01-16 16:05,2017-01-16 16:05,2017-01-16 16:05,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921515, fen1.bg.cmc.msu.ru.10921515,2017-01-16 16:05,2017-01-16 16:05,2017-01-16 16:05,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921516, fen1.bg.cmc.msu.ru.10921516,2017-01-16 16:05,2017-01-16 16:05,2017-01-16 16:05,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921517, fen1.bg.cmc.msu.ru.10921517,2017-01-16 16:05,2017-01-16 16:05,2017-01-16 16:06,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,1, Completed
 fen1.bg.cmc.msu.ru.10921518, fen1.bg.cmc.msu.ru.10921518,2017-01-16 16:06,2017-01-16 16:06,2017-01-16 16:06,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921519, fen1.bg.cmc.msu.ru.10921519,2017-01-16 16:06,2017-01-16 16:06,2017-01-16 16:06,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921520, fen1.bg.cmc.msu.ru.10921520,2017-01-16 16:06,2017-01-16 16:06,2017-01-16 16:06,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921521, fen1.bg.cmc.msu.ru.10921521,2017-01-16 16:06,2017-01-16 16:06,2017-01-16 16:06,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921522, fen1.bg.cmc.msu.ru.10921522,2017-01-16 16:06,2017-01-16 16:06,2017-01-16 16:06,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921523, fen1.bg.cmc.msu.ru.10921523,2017-01-16 16:06,2017-01-16 16:06,2017-01-16 16:07,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,1, Completed
 fen1.bg.cmc.msu.ru.10921524, fen1.bg.cmc.msu.ru.10921524,2017-01-16 16:07,2017-01-16 16:07,2017-01-16 16:07,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921525, fen1.bg.cmc.msu.ru.10921525,2017-01-16 16:07,2017-01-16 16:07,2017-01-16 16:07,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921526, fen1.bg.cmc.msu.ru.10921526,2017-01-16 16:07,2017-01-16 16:07,2017-01-16 16:07,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921527, fen1.bg.cmc.msu.ru.10921527,2017-01-16 16:07,2017-01-16 16:07,2017-01-16 16:07,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921528, fen1.bg.cmc.msu.ru.10921528,2017-01-16 16:07,2017-01-16 16:07,2017-01-16 16:08,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,1, Completed
 fen1.bg.cmc.msu.ru.10921529, fen1.bg.cmc.msu.ru.10921529,2017-01-16 16:07,2017-01-16 16:07,2017-01-16 16:08,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,1, Completed
 fen1.bg.cmc.msu.ru.10921530, fen1.bg.cmc.msu.ru.10921530,2017-01-16 16:08,2017-01-16 16:08,2017-01-16 16:08,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921531, fen1.bg.cmc.msu.ru.10921531,2017-01-16 16:08,2017-01-16 16:08,2017-01-16 16:08,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921532, fen1.bg.cmc.msu.ru.10921532,2017-01-16 16:08,2017-01-16 16:08,2017-01-16 16:08,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921533, fen1.bg.cmc.msu.ru.10921533,2017-01-16 16:08,2017-01-16 16:08,2017-01-16 16:08,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921534, fen1.bg.cmc.msu.ru.10921534,2017-01-16 16:08,2017-01-16 16:08,2017-01-16 16:09,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,1, Completed
 fen1.bg.cmc.msu.ru.10921535, fen1.bg.cmc.msu.ru.10921535,2017-01-16 16:08,2017-01-16 16:09,2017-01-16 16:09,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921536, fen1.bg.cmc.msu.ru.10921536,2017-01-16 16:09,2017-01-16 16:09,2017-01-16 16:09,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921537, fen1.bg.cmc.msu.ru.10921537,2017-01-16 16:09,2017-01-16 16:09,2017-01-16 16:09,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921538, fen1.bg.cmc.msu.ru.10921538,2017-01-16 16:09,2017-01-16 16:09,2017-01-16 16:09,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921539, fen1.bg.cmc.msu.ru.10921539,2017-01-16 16:09,2017-01-16 16:09,2017-01-16 16:09,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921540, fen1.bg.cmc.msu.ru.10921540,2017-01-16 16:09,2017-01-16 16:09,2017-01-16 16:10,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,1, Completed
 fen1.bg.cmc.msu.ru.10921541, fen1.bg.cmc.msu.ru.10921541,2017-01-16 16:09,2017-01-16 16:10,2017-01-16 16:10,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921542, fen1.bg.cmc.msu.ru.10921542,2017-01-16 16:10,2017-01-16 16:10,2017-01-16 16:10,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921543, fen1.bg.cmc.msu.ru.10921543,2017-01-16 16:10,2017-01-16 16:10,2017-01-16 16:10,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921544, fen1.bg.cmc.msu.ru.10921544,2017-01-16 16:10,2017-01-16 16:10,2017-01-16 16:10,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921545, fen1.bg.cmc.msu.ru.10921545,2017-01-16 16:10,2017-01-16 16:10,2017-01-16 16:10,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921546, fen1.bg.cmc.msu.ru.10921546,2017-01-16 16:10,2017-01-16 16:10,2017-01-16 16:11,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,1, Completed
 fen1.bg.cmc.msu.ru.10921547, fen1.bg.cmc.msu.ru.10921547,2017-01-16 16:11,2017-01-16 16:11,2017-01-16 16:11,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921548, fen1.bg.cmc.msu.ru.10921548,2017-01-16 16:11,2017-01-16 16:11,2017-01-16 16:11,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921549, fen1.bg.cmc.msu.ru.10921549,2017-01-16 16:11,2017-01-16 16:11,2017-01-16 16:11,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921550, fen1.bg.cmc.msu.ru.10921550,2017-01-16 16:11,2017-01-16 16:11,2017-01-16 16:12,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,1, Completed
 fen1.bg.cmc.msu.ru.10921551, fen1.bg.cmc.msu.ru.10921551,2017-01-16 16:11,2017-01-16 16:12,2017-01-16 16:12,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921552, fen1.bg.cmc.msu.ru.10921552,2017-01-16 16:12,2017-01-16 16:12,2017-01-16 16:12,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921553, fen1.bg.cmc.msu.ru.10921553,2017-01-16 16:12,2017-01-16 16:12,2017-01-16 16:12,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921554, fen1.bg.cmc.msu.ru.10921554,2017-01-16 16:12,2017-01-16 16:12,2017-01-16 16:12,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921555, fen1.bg.cmc.msu.ru.10921555,2017-01-16 16:12,2017-01-16 16:12,2017-01-16 16:12,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921556, fen1.bg.cmc.msu.ru.10921556,2017-01-16 16:12,2017-01-16 16:12,2017-01-16 16:13,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,1, Completed
 fen1.bg.cmc.msu.ru.10921557, fen1.bg.cmc.msu.ru.10921557,2017-01-16 16:12,2017-01-16 16:13,2017-01-16 16:13,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921558, fen1.bg.cmc.msu.ru.10921558,2017-01-16 16:13,2017-01-16 16:13,2017-01-16 16:13,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921559, fen1.bg.cmc.msu.ru.10921559,2017-01-16 16:13,2017-01-16 16:13,2017-01-16 16:13,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921560, fen1.bg.cmc.msu.ru.10921560,2017-01-16 16:13,2017-01-16 16:13,2017-01-16 16:13,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
 fen1.bg.cmc.msu.ru.10921561, fen1.bg.cmc.msu.ru.10921561,2017-01-16 16:13,2017-01-16 16:13,2017-01-16 16:13,pseudo_cluster_user_11,pseudo_cluster_group_6,10,32,0.02,0.057,1.405,32.407,5.983,0.188,11.54,0, Completed
